"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57"
0,0,0,0,0,0.0395,0,0,0.00939999999999999,0,0.0138,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,-5.65658631046517e-16,0,0,0,0,0,0,-6.55031584528842e-17,0,0,0,0,-4.69069227904129e-17,0,0,0,0,0,0.494,0,0,0,0.11882,0.000569999999999991,2.453,0.06984,0,4.153,26,54
0,0,1.42,0,0.9032,0,0.5864,0.71,0,0.71,0,0,0,0,0,0,2.85,2.85,2.4582,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,-7.10126402125866e-16,0,0.02,-1.64590563400679e-16,0,0,0,-6.49480469405717e-17,0,0,8e-04,0.1762,0,0,0,0,0,0,0.931,0,0,6.42528,117,217
0.3982,0,0.8,0,1.6,0,0,0,0,0,0.0843,0.8278,0,0.0147999999999999,0,0.967366666666666,0.8,0,2.70273333333333,0,2.0718,0,0.8,0.1505,0,0,0,0,0,0,-5.39429612089748e-16,0,0,0,0,0,0,-1.8474805019153e-17,0,0,-9.40220123979429e-17,0,0,0,0.2321,0,-2.61249355482107e-17,0,0,0.06952,0,1.62,0.347,0,2.604,22,125
0.0259,0,0.33,0,0.99,0.99,0.33,0.33,0,0,0,0.3569,0.2245,0.0187,0,0.33,0.33,0,1.98,0,3.3,0,0,0.33,0,0,0.015799999999999,0,0,0,0,0,0,0,0,0,0,-1.27675647831893e-17,0,0.00539999999999998,0,0,0,0,0.33,0,0,0,0,0.108,0,0.294205,0.162,0.054,3.96525,50,202
0.07,0.37,0.81,0,0.5378,0.29,0.2136,0,0.07,0.37,0.07,1.48,0.14,0,0.07,0,0.14,0.44,3.55,0,1.85,0,0.1328,0.14,0,0,-1.32449606837781e-15,0,0,0,0,0,0,0,0,0.0116,0.14,0,0.0118,0,0,-1.85546022990479e-16,0,0,0.0622,0,0,0,0.049,0.069,0,0.37972,0.159,0.009,3.456,44,802
0,0,0.33,0,0.99,0.99,0.33,0.33,0,0,0.04375,0.33,0.33,0.0189,0,0.33,0.33,0,1.98,0,3.3,0,0,0.33,0,-2.55351295663786e-16,0,0,0,0,-4.93077800811648e-16,0,0,-6.61762311615632e-16,0.00699999999999993,0,0,-1.24553145575135e-17,0,0,0,0,0,0,0.3548,0,0,-1.82284742855643e-16,0.00263999999999998,0.107,0,0.34978,0.17091,0.053,3.3673,50,202
0.0751,0.1432,0.15,0,0.3596,0,0.2237,0,0.63,0.15,0.15,0,0,0.0673,0,1.11,0.1776,1.27,0.79,0.0369,0,0,0.0967,0.0764,0.95,0,0,0.0450999999999998,0,0,0,0,0,0,0,0,0.31,0,0,0.0920000000000001,0,0,0,0.0101,0.0231,0,0,0,0,0.088,0,0.862,0.707,0.022,5.423,51,1128
0,0,0.62,0,1.24,0.62,0,0,0,0,0,0.551,0,0.00179999999999983,0,0.31,0,0,2.48,0,0.93,0,0.31,0,0.2128,0.00719999999999985,0,0,0,0,0,-5.53099233080445e-16,0.0106999999999999,0,0,0,0.0577999999999999,-2.2065682614425e-17,0,0,0,0,0,0.0067,0,0,0,-1.49810719385357e-16,0,0.086,0,0.043,0,0.01596,1.741,14,155
0,0.3167,0.69,0,0.34,0,0.17,0,0.1874,0.51,0.17,0,0.17,0,0.17,0.17,0,0.86,0.17,0.17,0.86,0,0,0,0.0329999999999998,0,0.013299999999999,0,0,0,0,0,0,0,0,0,0.00429999999999996,0,0,0.087,0,-1.31283872661925e-16,0,0,0,0,0,-1.55431223447522e-16,0,0,0,0.665,0.05788,0.083,6.294,132,1075.4
0,0.79,0,0,0,0.0773,0.3582,0,0.0397,0,0,0,0.0648,0,0,0.79,0.79,1.58,3.17,0,1.58,0,0,0.079,0,0,0,0,0,0,0,0,0,-6.61692922676593e-16,0,0,0,0,0,0.0128,0,0,0,6.93889390390723e-19,0.3055,0,0,0,0,0.271,0,0.271,0.135,0.01433,3.257,26,114
0.14,0.1706,0.3045,0,0.1529,0,0,0,1.17,0.29,0.14,0.58,0,0.0193,0,0.14,0,0.14,2.35,0.14,0.88,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0.00189999999999995,0.00379999999999997,0,0.29,0,0.00209999999999998,0,0.00539999999999979,0,0.001,0,0,0,0,0,0.204,0,0.204,0.127,0.102,2.962,73,607.1425
0,0,0.3012,0,0.3169,0,0,0.1721,0,0,0,0,0,0,0.000499999999999915,0,0,0.457325,2.22,0,1.4546,0,0,0.2452,0.0118999999999997,-3.04201108747293e-16,0,0,0,0,0,0,-2.38142838782096e-16,-7.30526750203353e-16,0,0,0,0,-1.04916075827077e-16,0,0,-2.4008572907519e-16,0,0.0097,0,0,0,0,0,0,0,0.60114,0,0,5.687,39,91
0,0,1,0,0,0.25,0,0.1323,0,0,0,1.5,0.25,0,0,0.25,0.1021,0,2.5,0,1.5,0,0,0.25,0,0,0,0,0,0,-5.41233724504764e-16,0,0,0,0,0,0,0,0,0,0,0,0.000699999999999886,0,0,0,-2.99586744301195e-17,0,0,0,0,0.28629,0.203,0,3.25207,27.48,129
0.58,0,0,0,2.33,0,0.4567,0,0,0,0.58,0.9666,0,0.58,0,0.58,0.5897,0.58,2.92,1.16,2.92,0,0,0,0,0,0,0.0685999999999994,0.0204999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0.0518999999999999,0,0,0,0,0,0,0.01492,0.27,0.00526,0.09,0.09,0,2.99902,9,75
0.14,0.14,0.29,-1.37112543541207e-16,0.0876,0,0,0,1.17,0.29,0.14,0.58,0,0,0.0123,0.1969,0,0.14,2.35,0.14,0.88,0,0.0297,0.44,0,0,0,0,0.00969999999999988,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0.0134,0,0,0,0.204,0.00161,0.204,0.127,0.0839600000000001,3.66231,71.96,400
0.14,0.14,0.29,0,0,0,0,0,1.17,0.29,0.14,0.58,0.038,0,0,0.14,0,0.14,2.4711,0.251,0.88,0,0.0142,0.44,0,0,-8.62643290133747e-16,0,0,0,0,-5.16253706450698e-16,-1.25593979660721e-16,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0.00249999999999998,0,0.00400999999999999,0.204,0.000949999999999997,0.204,0.127,0.102,2.962,73,414.93
0,0,0.58,-5.68017854973846e-16,0.3715,0,0.0802,0,0.0375,0,0.0502,0.58,0,0.00669999999999975,0,0.7344,0,0,1.76,0,1.215,0,0,0,0,-2.43693953905222e-16,0.013499999999999,0,-1.60982338570648e-16,-1.80411241501588e-16,0,0,0,0,0,0.0177,0,0,0,0,0.00499999999999993,-2.50355292052973e-16,0,0,0,0.0094,0,-1.85684800868557e-16,0,0.08885,0,0.829,0,0,2.529,19.945,86
0.25,0.25,0,0,0.75,0,0,0.1723,0.25,0.5012,0,1.51,0,1.26,0,0.4176,0.5,0,3.29,0,1.01,0,0,0,0,0,0,0,0,-7.54951656745107e-17,0,0,0.25,0.0016999999999994,0,0.00889999999999999,0.035,0,0,0,0,0,0,0,0,-1.77635683940025e-17,0,0,0,0.10818,0.00659,0.041,0.07855,0.03878,3.181,32,487.663333333333
0.2774,0,0.4929,0,6.25,0,3.12,0,0.0912,0,0,3.12,0,0,0,1.2834,0,0,6.25,0.2208,1.81,0,0,0,0,0,0.0482999999999995,0,0,0.0262,0,0,0.1195,0,0,0,0,0,0,0,0,0,0,0.0723,0,0,0.00799999999999998,0,0.02845,0.084895,0,0,0,0,9.428,60,66
0,0.57,0.57,0,1.14,0.57,2.28,0,0,0.57,0,0.57,0,0.00359999999999995,0,0,0,0.57,3.42,0,1.2516,0,0,0,0,0,0,0,0,-1.85129689356245e-16,-4.82808237833865e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.00539999999999999,-2.52489001928424e-17,0,0,0.081,0,0.487,0,0.081,15.79271,139.12,375.396666666667
0,0.17,0,0,0,0.1455,0.17,0.52,0,0.17,0.35,0.52,0,0,0.041,0,0.17,0.7,0.88,0,0.7,1.93,0.35,0,0,0.0227999999999999,0.0243999999999992,0,-1.24483756636096e-16,0,0,-5.12090370108353e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00949999999999993,0.028,0.1107,0.00793,0.085,0.057,0.229,3.564,39,463.49
0,0,0.47,-2.56461518688411e-16,0.95,0,0.1421,0,0.1018,0,0,0,0,0,0.000699999999999967,0.95,0.95,0,1.42,0,0.47,0,0.4977,0,0,0,0,0,0,0,0,-4.31460422944951e-16,0,0,0,0,0,0,0,0,-5.99520433297585e-17,0,0.00869999999999996,0,0.47,0,0,0,0,0.133,0.066,0.401,0.267,0.01911,3.459,61,438.99
0,0.57,0.57,0,1.14,0.4842,2.28,0,0,0.57,0.0512,0.57,0,0,0,0,0,0.57,3.1743,0,1.3007,0,0.0654,0,-3.50830475781549e-16,0,0,0,0,0,0,0,0,-6.28871954511112e-16,0,0,0.00139999999999988,0,0,0,-7.88952236874252e-17,-2.4008572907519e-16,0.000999999999999903,0,0.4579,0,0,0,0,0.081,0.000999999999999995,0.487,0,0.081,16.217,147,373
0,0.34,0.5237,0.4281,0.34,0,0.1938,0,0,0.51,0.17,0,0.11,0,0.17,0.17,0.0511,0.5617,0.34,0.17,0.51,0,0,0,0,0,0,0,0,0,0,-5.32351940307763e-16,0,0,0.000699999999999944,0,0.00259999999999992,0,0.00479999999999994,0,0,0,0.0148,0,0,0,0,0,0,0,0,0.40782,0,0.026,5.65622,127.706666666667,942
0,0.57,0.57,0,1.0478,0.57,2.28,0,0,0.57,0,0.57,0,0,0,0,0,0.5884,3.42,0,1.3138,0,0.022,0,0.0125999999999996,-2.43693953905222e-16,0,0,0,-1.85129689356245e-16,0,-5.54417622922188e-16,0.00429999999999987,0,0,-3.63598040564739e-17,0,0,0,0,0,0.00179999999999977,0,0,0.57,0,0,0,0.00199999999999998,0.081,-6.48786580015326e-18,0.487,0.01493,0.081,16.217,139.67,373
0,1.63,0,0,0,0,1.1518,0,0,0,0,0,0,0,0,1.63,1.63,0,0,0,1.63,0,0,0,0.3786,0,0,0,0,0,0.0167999999999998,0.0350999999999997,0,0,0,0,1.63,0,0.1398,0.1149,0.00889999999999995,0,0,0,0,0,0,0,0.05492,0.36,0.02143,0.54,0.18,0.18,14.818,140,163
0,0,0.14,0,0.29,0,0.2594,0,0.58,0,0.16,0,0,0,0.2286,0.87,0.079,1.46,0.58,0.1089,0,0,0,0,0,0.2349,0.1096,0.43,0,0.0388,0,0,0.1678,0,0,0.1065,0.29,0.016,0,0,0,0,0.0258,0.1179,0,0,0.00499999999999999,0,0,0.23948,0,0.764,0.784,0.02,4.979,45,1200
0,0.2858,0.59728,0,0.38,0,0.19,0,0,0.57,0.19,0,0.115,0,0.19,0.4435,0,0.95,0.19,0.19,0.95,0,0,0,0.1833,0,0,0,-9.00668428727158e-17,0,0.00339999999999955,0,0,0,0,0.00269999999999998,0.0979,0,0,0.0937,0,0,0,0,0.0395,0,0,0,0.00799999999999999,0,0,0.632,0.03,0.05586,6.789,132,869
0.4,0,0.6,0,0.2,0.6,0.2,0.6,0.2,0.2,0.2,1.2,0,0.0494,0,0.4,1.61,0.4,2.21,1.81,2.62,0,0.2107,0.6,0,-1.95399252334028e-16,-1.12132525487141e-15,0,0.0152999999999999,-1.94844140821715e-16,0,-4.53942439193611e-16,0,0.00339999999999946,0,0,0.00129999999999993,0,0.00779999999999996,0.0666,-7.14706072102445e-17,0,0.00239999999999995,6.93889390390723e-19,0,0,-9.68843061333047e-18,0,0,0.096,0.00374,1.453,0.129,0,5.16494,64,513
0,0,0,0,0,0,0,0,0.2268,0,0,0,0.0181999999999999,0.0035999999999999,0,0,0,0,0.91,0,2.75,0,0,0.0176,0,0,0,0,0,-2.24126273096203e-16,0,0,0,0,0,0,-1.62647673107585e-16,0,0,0,0,0,0,5.55111512312578e-19,0,0,-3.92828131134948e-17,0,0.000109999999999954,0.08272,0,0.531,0,0,2.9,28,87
0,0,0.15,0,0.3,0,0.15,0,0.4408,0,0.3,0,0,0,0,0.92,0.137,1.53,0.61,0,0,0,0,0,0,0,-8.54871728961371e-16,0,0,0,0,0,0,0,0,0,0.0712,0,-4.92661467177413e-17,0.0594,0,0,0,0,0,0.3176,0,0,0.00946,0.083,0,0.732,0.753,0.03058,5.058,64.14,1128
0.0562,0.52,0.52,0,0.52,0,0,0,0,0,0,0,0,0,0,0.52,0,0,1.56,0.0257999999999999,0.9596,0.0115999999999996,0.0189999999999998,0.0199,0,0,0,-6.32549568280183e-16,0,0,-5.98965321785272e-16,0,0,-7.34273752911463e-16,0,-3.6498581934552e-17,0.0279999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,0.541496666666667,0,0,2.22,23.25,141.8675
0,0,0.85,0,0.42,0.0508,0,0,0,0,0.00119999999999996,0.1228,0,0.0114999999999998,0,0.42,0,0,2.14,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2487,0,0,-2.03378980323521e-16,0,0.159,0,1.117,0,0,1.206,7,117
0.18,0,0.18,-2.33701946683595e-16,1.57,0.36,0.06,0.06,0.06,0.12,0.06,0.54,0.2914,0.06,0,0,0.72,0.06,4.48,0.24,1.15,0,0.84,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0,-1.94202293135604e-17,0,0.01,0.052,0.00111999999999999,0.01,0.167,0,1.733,12,442
0.2441,0.1,0.73,0.00569999999999994,0.2,0.1,0.2,0.4302,0.1,0.31,0.31,0.9032,0,0,0,0.5749,1.14,0.3629,2.4,0.93,2.92,0,0,0.2,0.00729999999999973,0.1,0,0.00529999999999949,0.00149999999999988,0,0,0,0,0,0,0,0.0663,0,0.0288,0.1,0.00419999999999994,0,0.0101,0,0.0254,-1.88737914186277e-17,0,0,0.00741999999999999,0.12962,0,0.785,0.065,0,4.064,92,637.99
0,0,0.6506,0.7618,0,0,5.4,0,0,0.4682,0,0,0,0.1342,0,5.4,0,0.9,1.8,0,0.9,0,0,0.5223,0,0,0,0,0,0.0355999999999998,0,0,0,0,0,0,0,0,0,0,0,0.0153999999999998,0,0.0154,0,0,0,0,0,0,0,0.841,0.21,0,24.785,117.33,347
0.17,0.17,0.71,0,0.53,0.17,0.17,0.89,0.17,0.53,0.35,1.61,0,0.0623,0,0,1.79,0,1.97,1.61,4.12,0.0193,0.063,0.3583,0,-1.66533453693773e-16,0,0,0,0,0,-4.17790801954254e-16,-1.21430643318376e-16,0,-5.13478148889135e-17,0,0,0,0,0.17,0,0,0,6.93889390390723e-19,0,0.0269,0.00729999999999998,0,0,0.115,0,1.158,0.17124,0,5.163,103.88,599
0.08,0.17,0.34,0,1.46,0.17,0.08,0,0.25,0.08,0,1.37,0,0.08,0,0.51,0.08,0.08,3.43,0,0.77,0,0.08,0.17,0,0,0,0,0,-1.92901250528621e-16,0,0,0,0,0,0.0182,0,0,0,0,0.00349999999999995,0,0,0,0,0,0,0,0,0.07774,0.064,0.42681,0.1742,0.012,5.392,119,1456
0.1284,0.46,0,0,1.15,0.1611,0.3271,0.23,0,0.46,0,0.69,0.23,0,0.0965,0,0.65175,0.69,2.76,0,1.84,0,0,0.1747,0,0.0894999999999999,0,0,0,0,0,0,0,0.0224999999999995,0.00459999999999995,1.15,0,0,0,0,0,0,0,0,0.1626,0,0,0,0,0.036,0.036,0.841,0.036,0,1.862,52,285
0,0,0.39,0,0.78,0.0966,0.0701,0.1438,0.06,0.1389,0.13,0.8207,0.13,0,0,0,0.1996,0,0.32,0,0.06,0,0.0653999999999999,0,0,0.1013,0,0,-6.80011602582908e-17,0.06,0,0,0,-5.86267145941122e-16,0,0,0,0.00799999999999999,0,0,0,0.00759999999999996,0.06,0,0.1549,0,0,0,0,0.032,0,0.05867,0.032,0,1.206,15,240
0,0.2133,0,0,0,0,0,1.05,0.2119,0,0.52,1.05,0.2548,0,0.136,1.05,0,0,3.7,1.05,1.05,0,1.58,0.3356,0,0.0130999999999998,0.00219999999999915,0.000999999999999394,0,0,0,-5.70793412535409e-16,0,0,0,0,0,0,0,0,-8.5417783957098e-17,0.0262999999999997,0,0,0,0,0,0,0,0,0.000919999999999994,0.702,0.263,0,6.487,47,266
0,0,0.3619,0,0.7135,0.64,0.32,0.64,0,0,0,0.32,0.2805,0,0,0.3626,0.32,0,2.3445,0,3.24,0,0,0.32,0,-2.47024622979097e-16,0,0,0.00939999999999987,0,0,0,0,0,-6.66133814775094e-17,0,0,0,0,0,0,0,0,0,0.64,0,0,-1.5855372570428e-16,0,0.116852,0,0,0.157,0.0139,1.494,16.16,141.75
0.54,0,0.54,0,1.63,0.0666,0,0,0,0,0.1655,0.54,0,0,0,0.832266666666666,0.54,0,2.17,0,5.97,0,0.54,0,0,0,-1.16462395283179e-15,0,0,-2.06223926824123e-16,0,0,0,0,0,0,0,0,0.00959999999999996,0,0,0,0,0,0,0,0,0,0,0,-7.91033905045424e-18,0.715,0.32807,0,2.345,22,129
1.63,0,1.63,0,0,0,0,0,0.4359,0,0,0,0,0.0610999999999999,0.0267,1.63,0,0,3.27,0.036,3.27,0,0,0,-3.67483821150927e-16,0.0363999999999998,0,0.0115999999999994,0,0,0,0,0,-5.63576962875345e-16,0,0,0,0,0.0126,0,0,0.0367999999999998,0.00119999999999992,0,0.3297,0,-2.13717932240343e-17,0,0,0,0,0.759,0.253,0,2,16,36
0,1.32,0.56,0,0,0.94,0.1012,0.18,0.3016,0.75,0.09688,2.07,0,0,0,0,0.37,0,2.45,0.1068,0.94,0,0,0.18,0,0.0109999999999998,0.0991999999999996,0.0135999999999995,0,0,0,0,0.00329999999999989,0.0132999999999994,0,0.062,0,0,0,0.0249,0,0,0,0,0,0,0,-1.14908083048704e-16,0,0.08,0,0.242,0.13947,0,2.623,40.72,244
0.35,0,0.556,0,0.35,0.2607,0.35,1.41,0,0,0.3175,1.06,0,0,0,0.7,1.06,0,5.3,2.82,2.82,0,0.1912,0,0,0,0.00589999999999903,-6.04516436908398e-16,0,0,-4.69901895172597e-16,0,0,0,0,0,0,0,0.0119,0,0,0,0.00679999999999993,0,0.35,0,0,0,0,0,0,0.411,0,0.03724,2.917,54.75,213
0.34,1.03,0.7509,0.4738,1.03,0,2.41,0.2912,0,0.72565,0.2889,2.06,0.68,0.0912,0.34,0,0,3.44,4.13,0,1.7489,0.1622,0,0.1671,0.1854,0,0.2652,0,0.249,0,0,0.0118999999999996,0,0,0.0861,0,0,0,0,0.1188,0,0,0,0,0,0.0256,0,0,0,0.15337,0,0,0,0,1.888,6,68
0.0616,1.32,0.56,0,0,0.94,0,0.37,0.37,0.75,0,0.8519,0,0,0,0,0.37,0,2.45,0.0774,0.94,0,0,0.18,0.0038999999999997,0,0.18,0,0,-1.72639680329212e-16,0,0,0,0,0,0,0,0,-5.63438184997267e-17,0.00949999999999997,0,0,0,0.006,0,0,0,0,0.00736999999999999,0.08,0,0.295,0.107,0,3.85343,34,451.19
0.64,0,0.64,0,1.28,0,0.64,0,0.0178,0,0,0.64,0,0,0.0148,0.64,0.64,0,2.45555,0,3.2,0,0.64,0,-3.99680288865056e-16,0,0,0,-1.87211357527417e-16,0,0,0,0,-7.08738623345084e-16,0,0,0,0,0,0,0,0,-1.17544862732188e-16,0,0,0,0,0,0,0,0,0.551,0.459,0,2.333,25.47,119
0,0,0.3388,0,0.65,0.65,0.32,0.32,0,0,0,0.32,0.32,0,0.00689999999999996,0.32,0.32,0,2.273,0.00669999999999994,3.26,0,0,0.32,0,-2.57571741713036e-16,0,0,-9.14546216534973e-17,0,-4.81836792687318e-16,-4.61991556122143e-16,0,0,0.00419999999999994,0,0,0,0,0,0,0,0,0.0064,0.32,0,0,0,0.01698,0.106,0.00306999999999999,0.08712,0.15885,0.00639,1.494,10,139
0.41,0,0.6649,0,1.28,0,0.64,0.1089,0,0,0,0.64,0.0985,0,0,0.64,0.64,0,1.28,0,2.56,0,0.64,0,0,0.000499999999999762,-1.03472785895065e-15,0,-1.61676227961038e-16,0.0161999999999998,-5.40956168748607e-16,-5.48103229469632e-16,0,0,0,0,0,0,0,0,0,0.000699999999999758,0,0,0,0,0,0,0.00851999999999998,0.09933,0,0.554,0.369,0,2.333,22,119
0.1135,0,0.56,-4.96269692007445e-16,0,0.18,0.1219,0,0,1.32,0,0.75,0.75,0.18,0,0.18,0,0,0.94,0,0.6753,0.0103999999999996,0.18,0,0,0.00769999999999975,0,0,0,0.00789999999999983,0,0,0,-6.57182641639054e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01376,0.14,0,0.22985,0.07,0,2.616,23,191
0,0.0253,0,0,0,0,0.0264,0,0.055,0.2018,0.0201,0,0.0718,0,9.9999999999938e-05,0,0.0514,0,0.91,0,2.75,0,0,0.026,0.0128999999999997,0,0,0,0.0152999999999998,0,0,0,0,0,0,0.0147,0,0,0,0,0,0,0,0,0,0,0,0,0.00486999999999997,0.133,0,0.18778,0.02445,0,2.9,27.29,173.05
0,0,0,-9.11215547461097e-16,0,0,0,0,0,0,0,1.81,0,0,-1.25940924355916e-16,0,0,0,0,0,1.81,0,0,0.0889999999999999,0,0,0.19,0,0,0,0,0,0.0139999999999999,-6.85076995132761e-16,0,0.0137,0,0,0,-5.48172618408671e-17,0,0,0,0,0,0,0,0,0,0,0,0.309,0,0,1.333,11,56
0,0.0925,0,0,0.6563,0.0472,0.43,0,0.0475,0.0942,0,0,0.43,0,0,0.43,0.43,0.43,1.72,0,1.3374,0,0,0,0,0,0,0,-1.83880688453542e-16,0,0,0,-1.93872695675168e-16,-7.22061299640586e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0,0.37574,0,0,5.8,44.86,116
0,0,0.86,0,0.43,0.0378,0,0,0,0,0,0,0,0.0253999999999998,0,0.43,0,0,2.17,0,0.97068,-8.45989944764369e-16,0,0,0,0,0,0,0,-1.59594559789866e-16,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0.4479,0.1258,0,0,0.00530999999999997,0.161,0.00140999999999999,1.133,0,0,1.2,6,114
0,0.68,0.34,0,0.34,0,0,0,0.0395,0,0,0.5341,0,0,0,0.34,0,0.7951,1.72,0,1.03,0.1055,0,0,-3.78586051397178e-16,0,0,0,-1.62508895229507e-16,0,-6.31161789499401e-16,0,0,0,0,0,0,0,0,0,-7.33441085642994e-17,0,0,0,0,0,0,-1.80688797257744e-16,0,0.055,0,0.718,0,0,3.718,70.06,277.09
0.0729,0.0717,0.16,0,0.16,0,0.16,0.1084,0.65,0.16,0.1571,0,0,0,0,1.64,0.1375,0.65,0.82,0,0,0,0,0,0.2205,0,0,0.00289999999999955,0,-1.31145094783847e-16,0,0,0.0465999999999999,0,0,0,0.1206,0,0.00359999999999994,0.16,0,0,0,0,0.0246,0,0,0,0,0.066,0,0.906,0.663,0,5.289,52,1116
0.18,0,0.18,0,1.42933333333333,0.36,0.06,0.06,0.0794999999999999,0.12,0.06,0.54,0.293,0.06,0,0.1149,0.72,0.1307,4.49,0.24,1.09,0,0.85,0.06,0,0,0,0,0,0,-4.22162305113716e-16,0,0,0,0.000699999999999942,0.00859999999999997,0.00299999999999992,0.00719999999999999,0,0,0,0,0.06,0.0084,0.0419,0.1014,0,0,0.01,0.052,0,0.01,0.167,0,1.74,12,442
0,0.11,0.4196,0,0.58,0.34,0.11,0,0.34,0,0.0964,0.5325,0.0498,0,0,0.2584,0.23,0.34,0.58,0.0408,0.58,0,0.11,0,0,0,0,0,0,0,0,0,0,0,-5.93969318174459e-17,0.029,0.1051,0,0,0,0,0,0.11,0.0192,0,0,0,0,0.075,0.10682,0,0.322,0.094,0.01505,2.576,48,389
0,0,0,0,0,0,0,0,0,0,-5.05845365594837e-17,1.23,0,0,0.00319999999999988,0.2686,0,0,2.46,-1.25732757538799e-16,0,-6.31439345255558e-16,0,0,0,0,0.1104,0,0,0,0,0,0.000699999999999777,-6.95277169171504e-16,0,0,0,-1.40165656858926e-17,0,0,0,0,0,0,0,0.0876,0,0,0,0,0,1.284,0.00746999999999989,0,1.8107,5,19
0,0,0.1591,0,0.2675,0,0.91,0,0,0.91,0.0136,0,0.1316,0,0,0,0,0,0,0,0,0,0,0.0689,0,0,0.0166999999999991,0,0,0,0,0,0,0,0,0.0102,0,0,0,0,0.0157999999999999,0,0,0,0,0,0,0.00869999999999992,0,0.134,0,0.672,0.269,0,4.35,31,228.585
0,0.00269999999999991,1.31,0,0,0,0.0235,0.0198,0,0,0,1.31,0,0,0,0,0,0,1.31,0,5.26,-6.52672360601514e-16,0,1.31,0.00539999999999968,0,0,-6.25888230132432e-16,0,-1.55708779203678e-16,0,0,0,0,-6.16173778666962e-17,0.0118,0,0,0,0,0,0.00779999999999982,0,0,0,0,0,0,0,0,0,0.04299,0.199,0,4.818,25,53
0,0.5337,0.56,-3.0739299994309e-16,0,0.93,0.1291,0.18,0.37,0.75,0,0.9946,0,0,0,0.1035,0.37,0,2.44,0,0.93,0,0,0.18,0,0,0.18,0,-1.29202204490753e-16,0,0,0,0,0,0,-3.56659146660832e-17,0,0,0,0,-7.93115573216596e-17,0,0,0.0037,0,0.00499999999999998,0,0,0,0.08,0,0.27089,0.107,0,2.698,44.18,251
0,0.6169,0.4722,0,0,0.94,0,0.18,0.37,0.75,0,0.9653,0,0,0,0,0.37,0.110383333333333,2.45,0,0.94,0,0.0284,0.18,0,0,0.18,0,0,0,0,0,0,-6.77166656082306e-16,-6.70297151117438e-17,0,0,0,0,0.0209,0,0,0,0,0,0,-2.11983208764366e-17,0,0.00316999999999998,0.08,0,0.241,0.107,0.00483999999999999,2.623,35,244
0,0,0.32,0,0.65,0.629999999999999,0.32,0.32,0,0,0.00619999999999999,0.32,0.32,0.00439999999999993,0,0.32,0.32,0,2.28,0,3.25,0,0,0.32,0,0,0,-5.78703751585863e-16,0,-2.16077156167671e-16,0,0,0,0,0,0,0,-1.30451205393456e-17,-9.24260668000443e-17,0.00309999999999997,0,0,0,0,0.3525,0,0,0,0,0.105,0,0,0.157,0,1.494,12.56,139
0,0.0467,0.0992,0,0,0,0,0.67,0,0.67,0,0.1343,0,0,0,0,0,0,0,0,0.2817,0.0641999999999998,0,0,0,0,0,0,0,0,0.0046999999999997,0,0,0,0,0.0417,1.34,0,0,0,0,0,0,0.015,0,0,0.00279999999999998,0,0.17,0.30149,0.02383,0.511,0.11859,0,4.617,27,217
0,0.62,1.24,0,0.4745,0,0,0,0.0371,0,0.0716,0.5104,0,0,0.0305,0.5474,0.1732,0.7892,2.49,0,1.24,0,0.1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.60635393875452e-17,0,0,0,-2.95596880306448e-16,0,0,0.31,0,0,-1.38500322321988e-16,0.00648999999999998,0.05,0.000649999999999997,0.72688,0,0,4.592,121,349
0,0,0.0626999999999998,0,0,0,0,0,0.00829999999999995,0,0,0.4178,0,-1.47451495458029e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.37945210809676e-16,0,0,0.0335999999999999,0,-7.42461647718073e-17,0,0,-1.80411241501588e-17,0.00209999999999987,0,0,0,0,0,0,0,-3.98899663300867e-17,0.0134999999999999,0.01691,0,0.00292999999999999,0,0,0,1.266,4,22.68
0,0,0,0,0.14,0,0,0.67,0,0.67,0,0.2677,0,0,0,0,0,0,0.8355,0.00639999999999992,0.5031,0,0,0,0,0,0.0990999999999997,0,0,0,0,0.00999999999999957,0.0308999999999999,0,0,0,1.34,0,0,0,0,0,0,0,0.1527,0,-1.94375765483201e-17,0,0.05645,0.511,0.085,0.511,0.10457,0,4.617,27,217
